Name,Code,Price,Status,Description,Image
"HomCom 31"" Kids PU Leather Rocking Chair and Ottoman Set - Pink",AOS-310-014PK,$64.99,True,"- Durable PU leather upholstery over comfortable foam material, - Matching ottoman with storage space and pull handle, - Excellent spot for your child to watch movies, play games and more, - Adjustable headrest allows chair to grow with your child, - Rocker base allows for soothing back and forth motion",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/6/1620968082582370f6570d4.jpg
"HomCom 66"" Steel Indoor Bakers Rack (White)",AOS-833-147WT,$89.99,True,"- Steel with MDF for a solid and durable design, - 5 shelves of varying heights, - Holds up to 150 pounds of total weight, - Light assembly required; hardware included",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/0/101186615582376131574d.jpg
"HomCom 33"" Kids PU Leather Storage Sofa - Pink",AOS-310-019,$89.99,True,"- Durable PU leather upholstery over comfortable foam material, - Double size seat has handy storage space inside, - Excellent spot for your child to watch movies, play games and more, - Solid wood frame with extra padding supports 220 pounds, - Easy to clean material ideal for kids ages 3-7",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/9/1929541817582361fc9e73d.jpg
"HomCom 66"" Steel Indoor Bakers Rack (Black)",AOS-833-147BK,$187.99,True,"- Steel with MDF for a solid and durable design, - 5 shelves of varying heights, - Holds up to 150 pounds of total weight, - Light assembly required; hardware included",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/8/18355973225823708d3d9d4.jpg
"HomCom Stackable Industrial Metal Bar Stool (30"" Set of 2 - Silver)",AOS-835-012,$54.99,True,"- Stackable industrial style bar stool (set of 2), - Stack 4 to 8 stools together in a space-saving way, - Lightweight design with a weight capacity of 265 pounds, - Protective rubber feet and plastic caps to protect floors and finish, - Designed for indoor and outdoor use with drain hole in seat",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/0/103017911158236e141d698.jpg
"HomCom 42"" Fabric Tufted Storage Ottoman Bench - Cream",AOS-833-151CW,$125.99,True,"- Tufted, padded top designed for style and comfort, - Lid opens to reveal ample inside storage space, - Solid wooden legs support the durable wood frame and padded upholstery cushioning",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/3/4/34473077958235af28a5dc.jpg
"HomCom 24"" Stackable Industrial Metal Bar Stool Set of 2 - Silver",AOS-835-013,$49.99,True,"- Stackable industrial style bar stool (set of 2), - Lightweight design with a weight capacity of 265 pounds, - Double cross brace under seat for added stability, - Designed for indoor and outdoor use with drain hole in seat",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/2/0/2022606955582369801b40b.jpg
"HomCom 51"" Fabric Tufted Storage Ottoman Bench - Cream",AOS-833-150CW,$129.99,True,"- Tufted cover designed for style and comfort as an elegant sitting bench, - Hinged top opens to reveal ample storage space, - Raise wood legs support the durable wooden frame and padded upholstery cushioning, - Some simple assembly is required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/6/4/64968548558235fcdac831.jpg
"HomCom 51"" Fabric Tufted Storage Ottoman Bench - Grey",AOS-833-150GY,$114.99,True,"- Tufted cover designed for style and comfort as an elegant sitting bench, - Hinged top opens to reveal ample storage space, - Raise wood legs support the durable wooden frame and padded upholstery cushioning, - Some simple assembly is required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/2/122194403358235d6dcf259.jpg
"HomCom 26"" Eames Style Mid Century Modern Dining Accent Chair Set of 2 - White",AOS-835-022,$59.99,True,"- Designer inspired style blending classic comfort and a timeless look, - Deeply upholstered cushions in durable PU leather, - Solid built with stabilizing wooden legs and unique x-wire architectural, - Assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/g/o/god_7834_2_chairs.jpg
"HomCom 24"" Stainless Steel Three Level Wall Mounted Mirrored Medicine Cabinet",AOS-02-0551,$89.99,True,"- Carefully crafted using high-quality stainless steel, - Frameless mirrored glass door front, - 3 levels of fixed internal shelving provide ample storage space, - 90 degree mirror door hinge sprung opening capacity, - Simple assembly required with all hardware included",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/1/11290130185823cf3f041d7.jpg
"HomCom 67"" x 52"" Portable Clothes Closet Wardrobe (Blue)",AOS-831-122BU,$19.99,True,"- 10 cube wardrobe with adjustable hanging rails, - Made from a breathable fabric cover to keep clothes fresh, - Easy to wipe clean and maintain, - Study and rustproof steel frame, - Offers the convenience of a zippered, roll-up cover",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/3/4/3479240855823af31c1d00.jpg
"HomCom 42"" Fabric Tufted Storage Ottoman Bench - Gray",AOS-833-151GY,$109.99,True,"- Tufted, padded top designed for style and comfort, - Lid opens to reveal ample inside storage space, - Solid wooden legs support the durable wood frame and padded upholstery cushioning",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/4/1419677602582359b22a2c8.jpg
"HomCom 28"" Eames Style Mid Century Modern Dining Side Chair Set of 2 - White",AOS-835-019,$74.99,True,"- Designer inspired style blending classic comfort and a timeless look, - Deeply upholstered cushions in durable PU leather, - Solid built with stabilizing wooden legs and unique x-wire architecture, - Assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/g/o/god_7848_set_of_2.jpg
"HomCom 35"" x 26"" x 35"" Fashion Mannequin Female Dress Form w/ Base - Multicolor",AOS-611-014,$49.99,True,"-†Multicolor pattern form on a height adjustable black base, - Adjustable height from 52"" to 66"", - LED light socket built-in for nighttime display, - Tripod stand included, - Assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/d/c/dci_8921.jpg
"HomCom 35"" x 26"" x 36"" Fashion Mannequin Female Dress Form with Base - Black Lace",AOS-611-012,$44.99,True,"- Black lace pattern form on a height adjustable black base, - Adjustable height from 52"" to 66"", - LED light socket built-in for nighttime display, - Tripod stand included, - Assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/d/c/dci_8900.jpg
"HomCom 39"" Reclining Bentwood Deck Chair - Cream",AOS-833-132CW,$59.99,True,"- Contemporary style deck chair with ergonomic seating, - Curved elastic wood frame with 5-way adjustable foot rest, -†Padded, upholstered seat cushion and backrest, -†Removable and washable cushion cover, - Assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/g/o/god_4468.jpg
"HomCom 39"" Reclining Bentwood Deck Chair - Light Gray",AOS-833-132GY,$49.99,True,"- Contemporary style deck chair with ergonomic seating, - Curved elastic wood frame with 5-way adjustable foot rest, -†Padded, upholstered seat cushion and backrest, -†Removable and washable cushion cover, - Assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/g/o/god_4360.jpg
HomCom 35‚Äù Victoria Bentwood Rocker Rocking Chair - Cream,AOS-833-130,$96.99,True,"- Classic Victorian style design lends elegance to any room, - Crafted from the finest solid birch wood and genuine cane, - Padded seat and backrest for extra comfort and support, - Smooth rocking motion allows to relax in your leisure time, - Assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/g/i/gif_12_.jpg
HomCom Stackable Industrial Metal Bar Stools (30‚Äù Set of 2 - Bronze),AOS-835-012BN,$55.99,True,"-†Stackable industrial style bar stool (set of 2), -†Lightweight design with a weight capacity of 265 pounds, -†Double cross brace under seat for added stability, -†Designed for indoor and outdoor use with drain hole in seat, - Assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/3/835-012bn2.jpg
"HomCom 36"" Reclining Bentwood Lounge Chair - Light Gray",AOS-833-131GY,$69.99,True,"- Contemporary style lounge chair with ergonomic seating, - Curved elastic wood frame with 5-way adjustable foot rest, - Padded seat cushion and backrest with secondary headrest, - Hanging side pocket for remotes and other accessories, - Assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/g/o/god_3308.jpg
HomCom Adjustable Mesh High Back Ergonomic Office Computer Chair - Black/White,AOS-921-029,$99.99,True,"-†Upholstered in high-quality mesh cloth and PU leather, -†Adjustable seat for added comfort and support, -†360 degree swivel and smooth rolling casters, -†Heavy-duty 5-star wood base keeps the chair stable, -†Assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/h/w/hw1a0555.jpg
HomCom Adjustable PU Leather High Back Race Car Style Computer Chair - Black/White,AOS-921-030,$89.99,True,"-†Upholstered in PU leather, -†Adjustable seat, back and armrest height, -†360 degree swivel and smooth rolling casters, -†Heavy-duty 5-star wood base keeps the chair stable",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/h/w/hw1a0575.jpg
"HomCom 36"" Reclining Bentwood Lounge Chair - Beige",AOS-833-131CW,$69.99,True,"- Contemporary style lounge chair with ergonomic seating, - Curved elastic wood frame with 5-way adjustable foot rest, - Padded seat cushion and backrest with secondary headrest, - Hanging side pocket for remotes and other accessories, - Assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/g/o/god_4482.jpg
HomCom 24‚Äù Stackable Industrial Metal Bar Stools Set of 2 - Bronze,AOS-835-013BN,$44.99,True,"- Stackable industrial style bar stool (set of 2), - Lightweight design with a weight capacity of 265 pounds, - Double cross brace under seat for added stability, - Designed for indoor and outdoor use with drain hole in seat, - Assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/h/w/hw1a9939.jpg
"HomCom 30"" 3 Drawer Folding Storage Ottoman Bench - Blue",AOS-833-118,$39.99,True,"-†Stylish and contemporary poly linen upholstery design, -†3 drawers and 3 compartments for plenty of storage space, -†6 wheels with brakes for easy movement around your home, -†Folds away for simple storage when not in use, -†Easy assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/d/c/dci_9303.jpg
HomCom 47‚Äù PU Leather Swivel Cocoon Chair and Ottoman - Black,AOS-833-144,$269.99,True,"- Retro style appearance with all-new modern material, - Integrated curved arms for extra comfort, - Stainless steel base provides stability and support, - Added ottoman for kicking up your feet, - Assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/img_4371.jpg
HomCom 39‚Äù PU Leather Swivel Cocoon Chair - Brown,AOS-833-143,$149.99,True,"- Retro style appearance with all-new modern material, - Integrated curved arms for extra comfort, - Stainless steel base provides stability and support, - 360 degree rotation for added convenience, - Assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/img_4338.jpg
HomCom 15‚Äù Folding Side Door Storage Ottoman Bench - Gray/Black,AOS-833-123,$13.99,True,"-†Stylish and contemporary poly linen upholstery design, -†Upper and lower storage areas with side door opening design, -†Removable, soft-padded lid holds up to 330 pounds of weight, -†Folds away for simple storage when not in use",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/d/c/dci_9134@2x.jpg
HomCom 37‚Äù Fabric Folding Butterfly Chair - Light Gray,AOS-833-124GY,$69.99,True,"- Soft seat with durable poly linen fabric, - Solid wood frame with a maximum weight capacity of 265 lbs, - Collapsible design for easy storage and transport, - Includes a comfortable headrest pillow and side storage bag",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/g/o/god_2239.jpg
Outsunny 20' x 16' Rectangle Outdoor Patio Sun Sail Shade Canopy,AOS-100110-037,$44.99,True,"- Material: high quality polyethylene fabric weave cloth (185 gsm), - Great way to create shade during sunny days, - Easy transportation",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/5/1/51bawsnckol@2x.jpg
Outsunny 18' x 18' Outdoor Triangle Sun Shade Sail Canopy,AOS-100110-034,$21.99,True,"- Functional and economical way to protect and shade, - Effectively reduces heat and helps protect from harmful UV rays, - Constructed from high-density polyethylene weave fabric cloth, - Attached to home, tree, patio columns or sun shade sail pipe, - 18' x 18' x 18' Triangle with three attachement D-rings",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/0/100110-034g_1.jpg
